Record_ID,Employee_ID,Month,Department,Compliance_Area,Requirement,Legal_Reference,Actual,Status,Risk_Level,Owner,Action_Due_Date,Closure_Status,Source_URL
COMP-EMP0065-04,EMP0065,2026-06-01,Maintenance,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0065-05,EMP0065,2026-06-01,Maintenance,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0065-06,EMP0065,2026-06-01,Maintenance,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,No,Non-Compliant,High,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0065-07,EMP0065,2026-06-01,Maintenance,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0065-08,EMP0065,2026-06-01,Maintenance,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0065-09,EMP0065,2026-06-01,Maintenance,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Exception,Non-Compliant,Medium,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0066-01,EMP0066,2026-06-01,Finance & Accounts,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0066-02,EMP0066,2026-06-01,Finance & Accounts,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0066-03,EMP0066,2026-06-01,Finance & Accounts,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0066-04,EMP0066,2026-06-01,Finance & Accounts,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0066-05,EMP0066,2026-06-01,Finance & Accounts,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0066-06,EMP0066,2026-06-01,Finance & Accounts,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,No,Non-Compliant,High,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0066-07,EMP0066,2026-06-01,Finance & Accounts,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0066-08,EMP0066,2026-06-01,Finance & Accounts,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0066-09,EMP0066,2026-06-01,Finance & Accounts,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0067-01,EMP0067,2026-06-01,Administration,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0067-02,EMP0067,2026-06-01,Administration,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0067-03,EMP0067,2026-06-01,Administration,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0067-04,EMP0067,2026-06-01,Administration,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0067-05,EMP0067,2026-06-01,Administration,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0067-06,EMP0067,2026-06-01,Administration,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0067-07,EMP0067,2026-06-01,Administration,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0067-08,EMP0067,2026-06-01,Administration,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0067-09,EMP0067,2026-06-01,Administration,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0068-01,EMP0068,2026-06-01,Information Technology,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0068-02,EMP0068,2026-06-01,Information Technology,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0068-03,EMP0068,2026-06-01,Information Technology,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0068-04,EMP0068,2026-06-01,Information Technology,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0068-05,EMP0068,2026-06-01,Information Technology,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0068-06,EMP0068,2026-06-01,Information Technology,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0068-07,EMP0068,2026-06-01,Information Technology,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0068-08,EMP0068,2026-06-01,Information Technology,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Missing,Non-Compliant,Medium,HR & Compliance,2026-07-31,Open,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0068-09,EMP0068,2026-06-01,Information Technology,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0069-01,EMP0069,2026-06-01,Quality Assurance,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0069-02,EMP0069,2026-06-01,Quality Assurance,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0069-03,EMP0069,2026-06-01,Quality Assurance,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,No,Non-Compliant,High,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0069-04,EMP0069,2026-06-01,Quality Assurance,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0069-05,EMP0069,2026-06-01,Quality Assurance,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0069-06,EMP0069,2026-06-01,Quality Assurance,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,No,Non-Compliant,High,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0069-07,EMP0069,2026-06-01,Quality Assurance,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0069-08,EMP0069,2026-06-01,Quality Assurance,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0069-09,EMP0069,2026-06-01,Quality Assurance,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0070-01,EMP0070,2026-06-01,Production,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0070-02,EMP0070,2026-06-01,Production,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0070-03,EMP0070,2026-06-01,Production,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,No,Non-Compliant,High,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0070-04,EMP0070,2026-06-01,Production,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0070-05,EMP0070,2026-06-01,Production,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0070-06,EMP0070,2026-06-01,Production,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0070-07,EMP0070,2026-06-01,Production,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0070-08,EMP0070,2026-06-01,Production,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0070-09,EMP0070,2026-06-01,Production,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Exception,Non-Compliant,Medium,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0071-01,EMP0071,2026-06-01,Production,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0071-02,EMP0071,2026-06-01,Production,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0071-03,EMP0071,2026-06-01,Production,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0071-04,EMP0071,2026-06-01,Production,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0071-05,EMP0071,2026-06-01,Production,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0071-06,EMP0071,2026-06-01,Production,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0071-07,EMP0071,2026-06-01,Production,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0071-08,EMP0071,2026-06-01,Production,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0071-09,EMP0071,2026-06-01,Production,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0072-01,EMP0072,2026-06-01,Information Technology,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0072-02,EMP0072,2026-06-01,Information Technology,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0072-03,EMP0072,2026-06-01,Information Technology,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0072-04,EMP0072,2026-06-01,Information Technology,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0072-05,EMP0072,2026-06-01,Information Technology,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0072-06,EMP0072,2026-06-01,Information Technology,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0072-07,EMP0072,2026-06-01,Information Technology,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0072-08,EMP0072,2026-06-01,Information Technology,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0072-09,EMP0072,2026-06-01,Information Technology,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0073-01,EMP0073,2026-06-01,Quality Assurance,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0073-02,EMP0073,2026-06-01,Quality Assurance,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0073-03,EMP0073,2026-06-01,Quality Assurance,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0073-04,EMP0073,2026-06-01,Quality Assurance,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0073-05,EMP0073,2026-06-01,Quality Assurance,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0073-06,EMP0073,2026-06-01,Quality Assurance,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0073-07,EMP0073,2026-06-01,Quality Assurance,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0073-08,EMP0073,2026-06-01,Quality Assurance,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0073-09,EMP0073,2026-06-01,Quality Assurance,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0074-01,EMP0074,2026-06-01,Production,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0074-02,EMP0074,2026-06-01,Production,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0074-03,EMP0074,2026-06-01,Production,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0074-04,EMP0074,2026-06-01,Production,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0074-05,EMP0074,2026-06-01,Production,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0074-06,EMP0074,2026-06-01,Production,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0074-07,EMP0074,2026-06-01,Production,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0074-08,EMP0074,2026-06-01,Production,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0074-09,EMP0074,2026-06-01,Production,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0075-01,EMP0075,2026-06-01,Information Technology,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0075-02,EMP0075,2026-06-01,Information Technology,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0075-03,EMP0075,2026-06-01,Information Technology,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0075-04,EMP0075,2026-06-01,Information Technology,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0075-05,EMP0075,2026-06-01,Information Technology,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0075-06,EMP0075,2026-06-01,Information Technology,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0075-07,EMP0075,2026-06-01,Information Technology,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0075-08,EMP0075,2026-06-01,Information Technology,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0075-09,EMP0075,2026-06-01,Information Technology,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0076-01,EMP0076,2026-06-01,Production,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0076-02,EMP0076,2026-06-01,Production,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0076-03,EMP0076,2026-06-01,Production,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0076-04,EMP0076,2026-06-01,Production,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0076-05,EMP0076,2026-06-01,Production,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0076-06,EMP0076,2026-06-01,Production,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0076-07,EMP0076,2026-06-01,Production,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0076-08,EMP0076,2026-06-01,Production,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0076-09,EMP0076,2026-06-01,Production,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0077-01,EMP0077,2026-06-01,Supply Chain,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0077-02,EMP0077,2026-06-01,Supply Chain,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,No,Non-Compliant,Medium,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0077-03,EMP0077,2026-06-01,Supply Chain,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0077-04,EMP0077,2026-06-01,Supply Chain,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
